Geneid,logFC,AveExpr,t,P.Value,adj.P.Val,B
RUVBL1,5.92721691120619,2.0397993724393726,194.58355936479563,0,0,731.8361900844067
HMGB1,6.7762862837983135,2.264208728301961,194.19684163575553,0,0,731.2496261658757
GTF2I,6.057633172573038,2.061189167783275,194.01758146766255,0,0,730.9773060434239
HNRNPA3,7.16358119718095,2.4263476084904556,193.06587913872698,0,0,729.5270365014723
DDB1,5.770725405426946,2.0106008754536635,192.71860671356822,0,0,728.9959410015812
RPS9,7.475354305901911,2.522091619889905,192.6517425379849,0,0,728.8935663290155
LTA4H,6.908765042415847,2.2798057085820633,192.56308138309473,0,0,728.7577602814448
MACF1,4.970497782493812,1.7107086263985518,192.40268811587046,0,0,728.5119098532313
RPL9,6.1706893010173225,2.0704815785951465,192.20822084618638,1e-323,3.95e-322,728.2135380398257
EFTUD2,5.957991586794481,2.072457778191796,192.1202517586461,1e-323,3.95e-322,728.0784611770648
EIF2S2,5.615496465934717,1.9731330800952245,192.04833486005984,1e-323,3.95e-322,727.9679835900242
TPR,6.315689352168915,2.1774447468728284,191.24496184238362,4e-323,1.576e-321,726.730853667788
RNH1,6.767684346502349,2.212571046658413,190.80299859489105,8e-323,3.137e-321,726.0479065177728
RPL7A,7.734792478574448,2.5619116736961063,190.41901409470913,1.5e-322,5.85e-321,725.4531847098249
EIF5A,6.121836458146514,2.069064928483891,190.32908664504504,1.8e-322,6.95e-321,725.3137193094755
HNRNPUL1,5.757437057890122,1.9928514495687448,190.2959948226168,1.8e-322,6.95e-321,725.2623807096409
CYFIP1,5.762816745191593,1.9210175138569006,189.79891085350098,4.05e-322,1.5756e-320,724.4900620169188
PHB2,7.756149706771152,2.570918662135755,189.71992553185711,4.55e-322,1.759e-320,724.3671448158709
APEX1,6.123850727479875,1.9977486890775462,189.34909614832196,8.5e-322,3.2727e-320,723.7893315328333
HNRNPR,7.105485352970897,2.4331450147211338,189.29562832692415,9.2e-322,3.522e-320,723.7059207542693
GSN,8.480833027686405,2.8415971892798857,189.25975199060426,9.7e-322,3.6936e-320,723.6499389903009
CAPN1,7.232608908037445,2.441727741574155,188.50726531636965,3.3e-321,1.2529e-319,722.473149163981
SET,6.18378435673568,2.103660781103856,188.5014370697831,3.33e-321,1.25814e-319,722.4640151137579
FUBP1,6.458567118396574,2.2263159667920918,188.29626890293952,4.644e-321,1.7464e-319,722.1422837390537
HNRNPF,6.308602409155588,2.148624113945327,188.27480604790435,4.81e-321,1.80107e-319,722.108605603006
UBR4,5.04216964274555,1.6853075097414094,188.19816218622537,5.454e-321,2.03194e-319,721.9883077262803
GNAI2,6.049294116207362,2.035541542591053,187.5905247309715,1.4694e-320,5.4482e-319,721.0327358505117
CAP1,7.0963565692149295,2.3393910616994247,186.46628550032162,9.2756e-320,3.42338e-318,719.2560741896393
PSMB1,5.442247940584622,1.8307863938954108,186.41264613332666,1.01303e-319,3.72161e-318,719.1710232556838
HP1BP3,7.539915831575137,2.4992827297531206,185.99409640527497,2.01767e-319,7.37836e-318,718.5064768226626
HNRNPA1L2,6.812033419318768,2.352559525279153,184.65472879871055,1.84833e-318,6.728256e-317,716.3692319228018
PGD,7.554840030907261,2.5054767999834695,184.5966770884244,2.035294e-318,7.375164e-317,716.2762277708764
ARPC2,6.451397864135832,2.1278818670009487,184.56756147831769,2.136083e-318,7.7053633e-317,716.22957025672
DDX46,5.561431677382035,1.9374428917663196,184.06928017824862,4.891033e-318,1.7563654e-316,715.4298708250197
RPL10,6.416289232426963,2.1658246008762156,184.0139129924128,5.36336e-318,1.9173408e-316,715.3408699809006
SF3B2,6.019500266542846,2.09839420620888,183.9010402582702,6.472813e-318,2.303628e-316,715.1593432879755
VCL,9.236442377648899,3.0032440339461397,183.87494135700317,6.760537e-318,2.3953335e-316,715.1173531797012
PDIA6,7.526143199818616,2.4840289818903267,183.26393301830709,1.874669e-317,6.61276996e-316,714.132508745222
CCAR2,5.600960158498323,1.9232649833732924,182.21562851023216,1.0870974e-316,3.817771074e-315,712.434712674494
RPS20,6.203531317352519,2.120982403207034,182.20340291104273,1.109676e-316,3.879972353e-315,712.4148517938683
ATP5F1B,8.875144953445773,2.809362529727654,182.18756216867834,1.13963217e-316,3.9673134e-315,712.3891159058381
NACA,5.487929372083167,1.8917605078697166,182.05818846049266,1.4167192e-316,4.910471967e-315,712.1788386762333
PRDX6,7.261622738265372,2.399307282928338,181.9143327216939,1.8049314e-316,6.228966676e-315,711.9448380039371
LRRC47,5.381731388717848,1.828227387476386,181.906011890079,1.83040334e-316,6.289644573e-315,711.9312970850433
ERP44,5.857817685475118,2.0021573890638824,181.81380055770433,2.1380164e-316,7.31513599e-315,711.7811930853022
HSPG2,9.446446819668335,3.059304096985825,181.44381104937386,3.9906463e-316,1.3595483835e-314,711.1781064094378
PRKCSH,6.845659167805719,2.282584413002157,181.14703576094462,6.58924137e-316,2.2352949856e-314,710.693422064262
RPS17,5.728012346989125,1.924449037807012,180.97894198411205,8.7568616e-316,2.9580381647e-314,710.4185251122614
PSMA4,5.210620638592497,1.7606323121705083,180.83865759990135,1.110487795e-315,3.7353623215e-314,710.188901038942
JUP,7.3435550869532396,2.433459972009199,180.5950943659943,1.678097464e-315,5.6209214216e-314,709.7897792359504
SEC13,5.2001665727483974,1.753143997067863,180.33957304611297,2.58927965e-315,8.6367102032e-314,709.3704521797289
MYL6,7.211525858249278,2.409291051243553,179.4618912325178,1.1539238293e-314,3.83295031974e-313,707.9253406558503
DNM2,6.056661992400542,2.026738352316289,179.19123294689962,1.8320722697e-314,6.06028221315e-313,707.4781984990901
CORO1B,5.828370030601278,1.9658180706180068,178.81344723632904,3.496790684e-314,1.151917988986e-312,706.8528868738516
TRIM25,5.085646392795521,1.718694229914498,178.7664771843716,3.7897717237e-314,1.243294657673e-312,706.7750448720974
RBM14,6.041545162994044,2.0962665214539498,178.04427633223438,1.30927770907e-313,4.277689301914e-312,705.5754499011844
ANP32A,5.962155723017941,2.0037198868741153,177.94118924650633,1.56336508507e-313,5.08699855436e-312,705.403802544372
RPL30,5.889918218252148,2.0025414722113215,177.61737185388472,2.73091320797e-313,8.84993499754e-312,704.8639432323663
ALDOA,9.42623690996598,3.0755654251875457,177.41847964664586,3.84869742086e-313,1.2421787789105e-311,704.5318429936635
CLTCL1,7.0367585862646616,2.3334172792648418,177.24976641238615,5.1503725869e-313,1.65559557511e-311,704.2498274828132
XPO1,5.6762888870091555,1.9633757996311165,177.2106982703545,5.5100338496e-313,1.764095977874e-311,704.1844822683996
RNPEP,5.976186159249574,1.9644943767556724,176.84346204529606,1.03998726032e-312,3.3163113757136e-311,703.5695042398912
EIF3L,4.945646519122841,1.699443350063771,176.78182597490724,1.157137768503e-312,3.6751801954204e-311,703.4661564079194
EIF4A3,5.349710655776625,1.8716303814490944,176.28368435435388,2.745519518986e-312,8.685429208475e-311,702.6295108458024
HNRNPH3,5.481694357148937,1.8853122930296164,175.9660744205292,4.76888018822e-312,1.502668492509e-310,702.0947785395347
UGP2,6.849836268793235,2.248478985265121,175.70789313854857,7.475722432273e-312,2.34631729252274e-310,701.6593547758586
RPL11,6.488001274782325,2.251806453259977,175.60330522067886,8.970623369727e-312,2.80446311778293e-310,701.4827758904923
PDCD6IP,7.434050400750016,2.5253579203862,175.3414140227438,1.416668362503e-311,4.4115938226072e-310,701.0401331098784
EIF2S3,5.613960115794614,1.9660421419287657,175.12457460296096,2.0691700546333e-311,6.41845279203775e-310,700.6731111719678
ANXA5,8.286605925680286,2.7052485602317664,175.0369850170729,2.4116364630876e-311,7.4517697223776e-310,700.5247221770975
CDC37,5.112932662075243,1.7881652802441714,174.93505531464928,2.882428121701e-311,8.87209150046285e-310,700.3519410406816
ALB,12.593295240725872,4.020390849108205,174.86958225331895,3.232425638631e-311,9.9111143042942e-310,700.2409019486796
KHDRBS1,6.055102030683749,2.1190349548062035,174.78891042520976,3.7228644718027e-311,1.13711400648319e-309,700.1040265887838
PPA1,6.3085851007868365,2.0718734763736477,174.4109962997085,7.221715698332e-311,2.19738616591999e-309,699.4619399039696
NUCB1,5.226315258719024,1.7902747303459232,174.15471932192395,1.13274115531894e-310,3.43354087079947e-309,699.0256885999473
RPL22,5.56008205619824,1.8528992917801965,174.05805110632315,1.34258953160985e-310,4.05421354014913e-309,698.8609590903573
SRSF7,5.526783727958233,1.923522241376369,173.5804464791991,3.11326767310144e-310,9.365649015081026e-309,698.0456790642064
RPL5,6.7957211779636095,2.2887172305981873,173.3904075449158,4.35344079112756e-310,1.304722931837178e-308,697.7206260094197
EIF3E,4.3235182907133085,1.487601950158034,173.2988057464696,5.11773532635176e-310,1.528036929650794e-308,697.5638120991947
RPL31,6.198916407482147,2.106122091345742,172.86727723016182,1.097708773469663e-309,3.2652740082463263e-308,696.8239065790859
PSMA1,5.787534384713904,1.956006967416636,172.84792058173454,1.13598296972641e-309,3.366563656007044e-308,696.7906721177552
FLNA,10.452585207327045,3.379666144312682,172.6502496113081,1.612383878404127e-309,4.76071269579174e-308,696.4510573443448
EIF4G2,4.590114640376392,1.5865039292880976,172.60591202041218,1.74424358729554e-309,5.131036855321049e-308,696.3748259474199
EZR,8.005812578135009,2.570519101873255,172.22248737014797,3.445022609197744e-309,1.0096955970781036e-307,695.7147334504542
RPS10,5.623759749763669,1.9369529257163074,171.77227475240133,7.67517324530025e-309,2.241263044378519e-307,694.9376977062049
ACTN1,7.563148971160421,2.478936447221049,171.68885500243996,8.905284411172535e-309,2.59098274911925e-307,694.7934873881527
YWHAB,6.296135704794455,2.1110529765439523,171.64047411911233,9.707434121469974e-309,2.8140969024130413e-307,694.7098163136098
PCBP2,6.3843368700315155,2.191886907503035,171.04826064360114,2.795361708352375e-308,8.074138963400412e-307,693.6836274860882
RPN1,7.725617606175202,2.58767152312764,170.79550377194266,4.3949711022006505e-308,1.264863163420346e-306,693.2445199271576
SYNCRIP,6.383332627558627,2.1772066373336,170.34625362251532,9.839002254837381e-308,2.821457768905166e-306,692.4623735715156
EIF3I,4.629684870177952,1.5960090896766208,170.0777113877446,1.5943904162257465e-307,4.555727741272993e-306,691.9938121384857
