Geneid,logFC,AveExpr,t,P.Value,adj.P.Val,B
PDGFD,-3.8383196036221245,3.3414719679834373,-47.32609109034679,5.086831196408713e-272,3.8060309937187516e-270,612.7153095837915
ATP6V0D2,5.9901557664555165,1.4419649907994139,47.30218053896905,7.465536926836036e-272,5.558953650136372e-270,612.331926913143
POU3F3,3.9916301374801204,2.472411086318463,47.282044150989,1.0313277341147251e-271,7.6426813138607e-270,612.0090107127642
GLYATL1,5.215606080961251,2.259432333132563,47.2659713363127,1.3348304023449398e-271,9.844692034056393e-270,611.7512279328635
GLYAT,5.3354921321021465,2.3433409116065755,47.261654688231424,1.4305917644062251e-271,1.0500950354087022e-269,611.6819908385137
SLC30A2,5.537371312795804,1.4582016313536519,47.11159254637173,1.5925323121481922e-270,1.1634500212524153e-268,609.2737955597565
PSD4,2.724459142104594,2.3004300913908593,47.08747553090752,2.346313378252286e-270,1.7060892771066387e-268,608.8865368840059
SLC25A10,3.796107238265063,2.725000088891877,47.06120083664908,3.579086175641118e-270,2.5903218078658706e-268,608.4645592411139
BAIAP3,3.726434567614608,2.139616031658925,47.0218095859929,6.741666678502309e-270,4.85650853565785e-268,607.831786023773
LGALS2,4.73253810439281,2.634807494941397,46.99089308986537,1.1082821308935477e-269,7.946793353370032e-268,607.3350315013425
NR5A1,-3.603033217736059,1.6590601471148463,-46.88662421147354,5.9301874478575356e-269,4.232568810710484e-267,605.6589145033071
B4GALNT3,4.126062116963617,1.9094355034145232,46.86449564449313,8.466879139698082e-269,6.015368078699262e-267,605.3030475088433
ARHGAP40,4.726167878337013,1.067450542996174,46.83730288733659,1.311604799437266e-268,9.275860791636701e-267,604.8656667959052
TMEM61,4.876496297345938,1.1454420483652987,46.81515664485251,1.8734093006215574e-268,1.3188801476375765e-266,604.5093975329158
MFAP3L,3.360017650897111,2.2460001460984786,46.77489259284598,3.582507347776041e-268,2.5106730227310103e-266,603.8615293539012
ANPEP,5.669937231047632,3.1366618353514375,46.749495031142715,5.392915250148195e-268,3.762408621364651e-266,603.4527803747587
OVOL1,4.0513779261407805,1.4544326814051671,46.676603676727844,1.7450588038176281e-267,1.2119942041940549e-265,602.2792796905027
RGL3,4.2127094723660115,3.027219083142484,46.670155701697986,1.9361341152446397e-267,1.3386984453977223e-265,602.1754442362485
SERPINA1,5.215325606106518,3.4444185850890396,46.64035838028409,3.129633826080712e-267,2.1543008310372473e-265,601.6955428510294
RASSF7,3.574221511473871,3.2921745894488814,46.56478601144986,1.0583432893033569e-266,7.252929586163891e-265,600.4779836621053
RBM47,3.671214903108023,3.0141925767976048,46.54962860306183,1.351405616674015e-266,9.220515502663941e-265,600.2337064882526
LHX1,4.835407122350546,1.0434182560450505,46.52879786378575,1.8910239528415715e-266,1.2845692535793972e-264,599.8979576980305
TBC1D24,2.669667231622027,2.1666308957892753,46.49918524078254,3.0489947408935823e-266,2.062132338295188e-264,599.4205831666999
IL18,4.008686770897736,2.7600631515341574,46.45396166638481,6.325015965218931e-266,4.2592107508396e-264,598.6913694868396
GDF15,5.890241289555372,3.363620228477225,46.39292932746825,1.6939346391573612e-265,1.135742843777888e-263,597.706899783633
ADM2,3.7327083930380938,2.2087210856782393,46.381078911695575,2.051103962392537e-265,1.3692887142041212e-263,597.5157031246703
PBLD,3.502920957971847,3.0321368791187724,46.36179081414479,2.8005478841204423e-265,1.8615830742170562e-263,597.2044737078838
HIP1R,2.875482620509449,3.3433295055904373,46.32012255372581,5.489020900107482e-265,3.633075029951483e-263,596.5319870008066
SPP1,8.817069196561562,4.268338875827369,46.260181335010756,1.445603911028011e-264,9.527452499575248e-263,595.5642689931502
TACSTD2,5.667429375701765,2.958886294210868,46.21528052393542,2.986665722340048e-264,1.9600626571018076e-262,594.8391209958503
WNT7A,3.661809123760355,0.9145175720150387,46.185762032873356,4.812969786990126e-264,3.1452859097427454e-262,594.3622813826122
CHST6,2.8905900758005867,0.8078855884184103,46.175542241416075,5.6776379439414445e-264,3.6947586754523145e-262,594.197170163682
BAIAP2L1,3.3151997190818263,2.3779852909256403,46.05246217850032,4.156278687255521e-263,2.693407711640733e-261,592.2078213831466
SH2D3A,3.481579220807052,2.288826312821845,46.05141960630126,4.226986212048258e-263,2.727815102175143e-261,592.1909634364889
TMEM72,4.868590304168377,2.0951893442564598,46.03545181450308,5.47322040565776e-263,3.5173957528144142e-261,591.9327568155812
PODN,-5.0447349353378534,2.9666235784940036,-45.92967616065083,3.0329405332063307e-262,1.9410819412520516e-260,590.2216405027619
SYT17,3.294898578912264,1.5086678959981632,45.92073169243852,3.505648204306256e-262,2.234381867831082e-260,590.0768935522702
KRT7,6.753910088265961,2.497125684102047,45.85748551142452,9.764903010248019e-262,6.1983122058492345e-260,589.0531520568161
CAPN13,3.6820825462889233,1.4292136774611797,45.85649678336616,9.922577283928e-262,6.2726888560602804e-260,589.0371445861839
TTC39A,3.462012620192131,2.1292571459166996,45.79655288736739,2.6209823955537846e-261,1.6501534692006918e-259,588.0664649918829
WFDC2,6.190404484599227,3.428504222167022,45.763596826010485,4.471496682916852e-261,2.803827555668672e-259,587.5326438650421
DDN,5.27968760231958,1.0652607587362957,45.755060783451476,5.135100767489165e-261,3.2069532535029106e-259,587.3943589572334
ICA1,3.3854302114026,2.342419405071214,45.740789029399586,6.471922723896831e-261,4.02558791757888e-259,587.1631379506167
PRODH2,5.774849972246139,2.123043733121958,45.68226222459163,1.671875004169105e-260,1.0357600025828439e-258,586.2147066577144
SUPT4H1,2.720756504550688,2.3250479204976684,45.61035342602861,5.3681727990763146e-260,3.312440649884222e-258,585.0489339899655
